,日付,始値,高値,安値,終値,売買高,修正後終値
0,2023-08-10,1204,1235,1204,1233,33400,1233.0
1,2023-08-09,1239,1239,1213,1213,60000,1213.0
2,2023-08-08,1266,1269,1233,1237,67400,1237.0
3,2023-08-07,1277,1331,1261,1269,155900,1269.0
4,2023-08-04,1338,1375,1208,1217,251600,1217.0
5,2023-08-03,1356,1356,1329,1338,49300,1338.0
6,2023-08-02,1380,1391,1366,1374,28200,1374.0
7,2023-08-01,1387,1405,1384,1388,34300,1388.0
8,2023-07-31,1378,1407,1366,1387,49500,1387.0
9,2023-07-28,1368,1371,1331,1354,162100,1354.0
10,2023-07-27,1396,1402,1374,1389,40500,1389.0
11,2023-07-26,1347,1405,1331,1398,64600,1398.0
12,2023-07-25,1333,1355,1329,1347,46300,1347.0
13,2023-07-24,1327,1340,1310,1337,24100,1337.0
14,2023-07-21,1335,1340,1323,1327,27900,1327.0
15,2023-07-20,1334,1346,1331,1335,34300,1335.0
16,2023-07-19,1319,1335,1307,1330,40300,1330.0
17,2023-07-18,1267,1309,1267,1296,27000,1296.0
18,2023-07-14,1301,1304,1270,1270,32900,1270.0
19,2023-07-13,1307,1307,1273,1301,32800,1301.0
20,2023-07-12,1344,1344,1285,1290,90500,1290.0
21,2023-07-11,1390,1390,1343,1343,47800,1343.0
22,2023-07-10,1355,1393,1352,1376,32300,1376.0
23,2023-07-07,1346,1370,1326,1356,47100,1356.0
24,2023-07-06,1392,1397,1363,1365,32100,1365.0
